#circles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		 #rectangles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		
   5.5229375e-01   3.7429001e-01   4.1103732e-01  -8.7702617e-03           7.2087500e-01   3.1095066e-01   3.1542183e-01   2.8584947e-03
   5.7869375e-01   3.5435587e-01   4.6952838e-01  -6.8202200e-03           7.3815000e-01   3.1023247e-01   2.9817971e-01   7.2302613e-03
   4.3205625e-01   5.4255911e-01   5.5595346e-01   7.8650104e-03           2.6352500e-01   6.8308449e-01   6.7025293e-01  -1.1055568e-02
   6.2555625e-01   4.0789876e-01   3.4975579e-01   5.7174855e-03           7.7747500e-01   2.7824805e-01   2.8710528e-01   1.4853664e-03
   2.4491875e-01   7.2979521e-01   7.0217017e-01   7.8743985e-04           7.4218125e-01   3.0356748e-01   2.9994361e-01  -3.1152826e-03
   6.7911875e-01   3.4936791e-01   3.5444820e-01   3.2968823e-02           5.1264375e-01   4.2629242e-01   4.5344144e-01  -3.8962428e-02
   2.3986875e-01   7.2309413e-01   7.1240117e-01  -1.9356817e-02           3.8585000e-01   5.2146316e-01   5.7221660e-01   9.6428781e-03
   7.1657500e-01   3.4385855e-01   2.9441400e-01  -9.2918948e-03           2.6301875e-01   7.0458718e-01   6.7404435e-01  -7.8538776e-03
   7.7555625e-01   2.6533732e-01   3.1828272e-01   1.3317202e-03           4.5000000e-01   4.8744449e-01   5.3637851e-01  -9.4095715e-03
   4.2787500e-01   4.6277844e-01   6.1565556e-01   7.7266299e-03           6.8606250e-01   3.1189711e-01   3.4129287e-01  -8.0242110e-03
   6.0917500e-01   4.1377483e-01   4.1495674e-01   3.0564444e-06           2.5180000e-01   6.5484168e-01   6.9289043e-01   3.1100617e-02
   2.4443750e-01   6.8920725e-01   7.3156924e-01   9.7841493e-03           4.6601875e-01   4.7424808e-01   4.8167785e-01   8.1147161e-03
   4.1928750e-01   5.9635320e-01   4.8585828e-01   1.0564499e-02           6.6346875e-01   3.3984206e-01   3.4022560e-01   4.5289679e-03
   7.8413125e-01   3.2364821e-01   2.6700028e-01   7.9022392e-03           7.4026875e-01   3.1224927e-01   2.9574121e-01  -1.4788191e-02
   7.2488750e-01   3.6700732e-01   2.7546103e-01  -2.4633702e-03           6.6056250e-01   3.2886575e-01   3.5454482e-01  -5.7359074e-03
   6.6641875e-01   3.4109223e-01   3.2360861e-01  -5.9135946e-03           3.8965000e-01   5.4458748e-01   5.6270984e-01   3.6287505e-02
   7.9930000e-01   2.8074795e-01   2.7544641e-01   8.6775822e-03           7.6860625e-01   2.8060422e-01   2.9772944e-01  -7.8800190e-03
   7.8889375e-01   2.8082452e-01   3.0783231e-01  -2.2861976e-03           3.2083750e-01   6.3363359e-01   6.1976395e-01   2.1359641e-02
   7.7650000e-01   2.8310655e-01   2.8757597e-01  -1.1627199e-02           2.1160000e-01   7.1258440e-01   7.2505856e-01  -9.6409644e-03
   5.5241875e-01   3.5695171e-01   5.1417328e-01  -5.9479749e-03           8.0036875e-01   2.6609325e-01   2.9072419e-01  -9.1665658e-03
   5.8696875e-01   3.1853304e-01   5.0320716e-01   1.4697214e-03           6.7632500e-01   3.1725720e-01   3.4338456e-01  -6.0263907e-03
   5.8486875e-01   3.7515419e-01   4.3539238e-01  -6.1616501e-03           6.4006250e-01   3.9325994e-01   3.4834902e-01   4.4449627e-03
   6.2625625e-01   3.8451698e-01   3.5554591e-01  -1.1025199e-02           3.1756875e-01   5.2765232e-01   6.7304334e-01   4.9018832e-03
   7.6680000e-01   2.6524831e-01   3.3667864e-01   4.3875715e-04           7.2246875e-01   3.1513540e-01   3.0753180e-01  -1.0483726e-02
   6.9875000e-01   3.4050764e-01   3.0743805e-01  -5.1602570e-03           7.8654375e-01   2.8279614e-01   2.7777236e-01  -4.9182655e-03
   3.1538750e-01   6.1203321e-01   6.6551174e-01  -1.3891020e-02           6.6480000e-01   3.4803033e-01   3.1974193e-01  -2.9762069e-03
   3.4760000e-01   5.2441607e-01   6.6759458e-01   7.5172226e-03           7.8421875e-01   2.8024043e-01   2.8533179e-01   3.8902792e-03
   6.4188750e-01   3.2983286e-01   3.5635954e-01  -3.5017781e-03           3.2313125e-01   6.4830946e-01   5.7555403e-01   5.7580935e-03
   6.7510000e-01   3.1276634e-01   3.7350871e-01   6.3690481e-04           6.4905625e-01   3.6109567e-01   3.5294274e-01   1.0308616e-02
   2.1169375e-01   7.1474397e-01   7.7139208e-01   8.7432305e-03           2.3760625e-01   7.1785561e-01   6.5402102e-01  -8.2646780e-02
   7.8933125e-01   2.6386074e-01   3.1669391e-01  -5.3549990e-03           7.5954375e-01   2.9227737e-01   2.9705594e-01  -1.9377049e-03
   2.6542500e-01   7.2112420e-01   6.2975595e-01   1.2021833e-03           6.3033750e-01   3.9145209e-01   3.5651837e-01   7.7677187e-03
   5.7826875e-01   4.4020605e-01   4.3809165e-01   7.0803524e-03           4.9938750e-01   4.7439288e-01   4.2364451e-01   1.8726748e-02
   7.7296875e-01   2.8511570e-01   3.0227695e-01   7.7625219e-03           7.0590625e-01   3.1219396e-01   3.2231241e-01   3.4944141e-03
   4.6968125e-01   5.4270797e-01   4.3983506e-01   9.6609104e-03           2.1473750e-01   7.0478001e-01   7.2084699e-01   4.5712106e-02
   5.3805625e-01   3.6389942e-01   4.7674202e-01  -6.2541859e-03           3.6074375e-01   5.6669596e-01   5.8803716e-01   6.2148683e-03
   6.8251250e-01   4.0312099e-01   2.9748351e-01   1.5967386e-03           2.7396875e-01   6.7194310e-01   6.2851053e-01  -4.6846358e-02
   6.7544375e-01   3.0994345e-01   3.5630825e-01   1.0294764e-02           5.6538125e-01   4.0770479e-01   3.9341354e-01  -7.9746396e-03
   4.1235000e-01   5.1544019e-01   5.6389453e-01   2.0750860e-03           5.0906875e-01   4.4275915e-01   4.9974066e-01   4.8463782e-03
   8.0214375e-01   2.7706440e-01   2.6866770e-01   1.1286231e-02           6.8128750e-01   3.3730496e-01   3.3971424e-01   1.4458806e-02
   7.2593750e-01   3.2989390e-01   3.0476545e-01  -1.0584779e-04           7.5226250e-01   3.0027012e-01   2.8567036e-01   1.2307023e-02
   4.7338750e-01   3.6176368e-01   6.0083951e-01  -5.1631863e-04           5.7881875e-01   3.9190246e-01   4.1199607e-01   7.4475042e-03
   2.8928750e-01   5.8222600e-01   7.1371250e-01  -9.9538784e-04           7.9215625e-01   2.7158943e-01   2.8177577e-01  -3.4279848e-03
   4.9954375e-01   4.6898452e-01   4.6183165e-01   1.8659641e-02           5.4175625e-01   3.8937576e-01   4.5977360e-01  -1.6287257e-02
   6.7291250e-01   3.0779573e-01   3.7839465e-01  -6.1331500e-03           4.8475000e-01   4.5442594e-01   4.7730259e-01  -3.4986159e-02
   4.9620625e-01   5.1139248e-01   4.4574384e-01   1.2994090e-03           2.9255625e-01   6.5806631e-01   6.1779471e-01  -2.6882938e-02
   4.8283125e-01   4.5820935e-01   5.3905541e-01   4.8413401e-03           6.5761250e-01   3.5126402e-01   3.2993084e-01  -1.4672476e-03
   5.6276875e-01   3.7399583e-01   4.5561396e-01  -1.1083211e-02           6.3236875e-01   3.6312888e-01   3.7395958e-01  -3.7171187e-03
   4.6279375e-01   3.8433883e-01   5.8847361e-01  -7.8033795e-03           7.7730000e-01   2.7489030e-01   2.9718191e-01  -5.5128844e-03
   2.7116875e-01   6.6084017e-01   7.0924981e-01   1.1286315e-02           5.4111250e-01   4.6924256e-01   4.2308211e-01  -1.1524579e-02
   5.3972500e-01   4.4357144e-01   4.2046473e-01   5.1585986e-03           2.7850625e-01   6.7497213e-01   6.5993933e-01   2.6830109e-02
   6.3756250e-01   3.4078213e-01   3.5692921e-01   4.7425619e-03           2.0593750e-01   7.2204130e-01   7.6092682e-01  -5.4389989e-03
   6.9745000e-01   2.9978996e-01   3.3012597e-01   3.2891632e-03           7.7238125e-01   2.9711868e-01   2.8069144e-01  -2.1004529e-04
   6.9738750e-01   3.4895744e-01   3.4278364e-01  -9.6209564e-03           2.7673125e-01   7.0809564e-01   6.0302716e-01   1.7369299e-02
   3.8285000e-01   5.6437705e-01   5.9208207e-01   2.3519153e-02           7.8651875e-01   2.6792189e-01   2.8987083e-01   5.6438525e-05
   7.9121875e-01   2.8970719e-01   2.5870144e-01  -7.1169215e-03           7.6197500e-01   2.8769502e-01   2.8908906e-01   4.2229597e-03
   7.5133750e-01   2.9401561e-01   2.9054516e-01   5.7634544e-05           2.2791875e-01   7.0565181e-01   7.3990650e-01  -1.7459753e-02
   4.5283750e-01   5.3809812e-01   5.1413964e-01   3.1200216e-02           2.7766875e-01   6.2480901e-01   6.8112121e-01  -4.3446428e-02
   4.3334375e-01   5.6394385e-01   4.8652083e-01   4.6141739e-03           3.7518750e-01   5.7122143e-01   5.6319261e-01  -1.9137176e-02
   4.1761250e-01   5.5360132e-01   5.2171119e-01  -1.8619145e-02           5.7590000e-01   4.1863185e-01   3.9384174e-01  -2.6911954e-02
   7.1624375e-01   3.0741089e-01   3.0006431e-01   6.3337515e-04           7.1231250e-01   3.0825509e-01   3.4028732e-01   6.4389131e-03
   3.8453750e-01   5.7138745e-01   6.0367290e-01   1.0983735e-03           6.8683125e-01   3.4563291e-01   3.1438898e-01  -7.3581821e-03
   8.2336250e-01   2.5863272e-01   2.7456383e-01   2.9644398e-03           2.1140000e-01   7.4463914e-01   7.2969776e-01  -1.3156989e-02
   5.6770625e-01   3.3645981e-01   4.9963252e-01   2.5103004e-03           4.5528125e-01   4.7374808e-01   5.3272968e-01  -1.7163608e-03
   2.1060000e-01   7.6294026e-01   7.3870801e-01  -1.9753493e-03           2.5489375e-01   6.6009691e-01   7.0333095e-01  -3.9099184e-02
   4.2598125e-01   5.5706626e-01   5.3203354e-01   1.2868116e-02           3.1291250e-01   6.3692456e-01   5.7578661e-01   1.0808348e-02
   7.8076875e-01   3.1328736e-01   2.7586882e-01   5.7068224e-03           2.7360000e-01   6.5998721e-01   6.8120398e-01   5.8217879e-03
   2.2788125e-01   7.1855093e-01   7.1932132e-01   2.3685680e-02           7.2543125e-01   3.2707248e-01   3.0527850e-01   1.8712635e-02
   5.3428750e-01   4.2267645e-01   4.4478395e-01   6.2368034e-03           6.7024375e-01   3.4850068e-01   3.3793508e-01  -1.8424464e-03
   4.1251250e-01   6.0289829e-01   5.0241407e-01  -4.0072044e-04           4.2946875e-01   5.0942820e-01   5.2175792e-01  -9.5417097e-03
   3.9810000e-01   5.4299912e-01   5.8820197e-01  -2.6620298e-02           2.4695000e-01   6.8553413e-01   7.0559380e-01   1.4284440e-02
   2.5743125e-01   7.0274471e-01   6.8764924e-01   3.7344506e-02           2.1395625e-01   7.4235659e-01   7.1559910e-01  -3.4464437e-02
   2.0665000e-01   7.3300532e-01   7.6631672e-01  -7.4597338e-03           5.4792500e-01   4.1493979e-01   4.1655692e-01   1.7557995e-02
   6.6550625e-01   3.2644288e-01   3.6025539e-01  -2.4132405e-03           4.1603125e-01   5.4237286e-01   4.9679813e-01   5.5436489e-03
   6.1141250e-01   3.4944966e-01   3.6694422e-01   7.5486187e-03           2.2531875e-01   6.8280718e-01   7.2094818e-01   4.3048533e-02
   3.1929375e-01   6.0407288e-01   6.5882188e-01   2.9806165e-02           3.4815625e-01   5.7613475e-01   5.5703575e-01   2.5047412e-02
   3.9786875e-01   5.4207001e-01   5.7398193e-01  -4.5137096e-04           6.0236250e-01   4.0202562e-01   3.5971878e-01  -1.4716713e-02
   2.5956875e-01   6.8281828e-01   7.1985245e-01  -8.6739239e-03           6.7527500e-01   3.5892467e-01   3.4152427e-01   2.0064752e-03
   7.9656250e-01   2.8721401e-01   2.6864914e-01  -1.0247297e-02           4.0226875e-01   4.5955682e-01   5.9644534e-01  -6.9889347e-04
   2.9753750e-01   6.9892224e-01   6.1295946e-01   4.5536268e-03           7.5738750e-01   2.9122482e-01   3.0435740e-01   9.5863402e-03
   5.8318125e-01   3.3444637e-01   4.7173183e-01  -5.3182483e-03           6.1246875e-01   3.7209707e-01   3.7531456e-01   3.3026405e-02
   7.1355000e-01   3.3966460e-01   3.3648278e-01   6.3944059e-03           7.0387500e-01   3.3088932e-01   3.2982922e-01  -2.8368514e-03
   5.2360000e-01   4.1778567e-01   5.0002665e-01   1.9963116e-02           6.3202500e-01   3.7695246e-01   3.5365815e-01   1.0812671e-02
   5.6734375e-01   4.1340537e-01   4.4848544e-01  -2.5439280e-03           4.5427500e-01   4.8390673e-01   4.9401457e-01   2.0122449e-02
   5.6677500e-01   4.1398788e-01   4.4139842e-01  -3.6552253e-03           7.8637500e-01   2.9432616e-01   2.7529125e-01  -8.7577032e-03
   6.0531875e-01   4.1399852e-01   3.6213681e-01  -4.6456447e-03           2.2276250e-01   6.6294494e-01   7.6567363e-01  -1.8823408e-02
   7.3930000e-01   2.8762033e-01   3.4215947e-01   2.8591128e-03           7.8181250e-01   2.8174757e-01   2.8502993e-01   3.3687640e-03
   3.1716875e-01   6.5067183e-01   6.0132511e-01  -1.2572533e-02           7.9274375e-01   2.8152116e-01   2.7700467e-01   1.0580459e-02
   2.0542500e-01   7.5864384e-01   7.5928395e-01   2.2838203e-05           4.3406250e-01   4.5439889e-01   5.7247522e-01  -5.9755982e-03
   6.2420625e-01   3.3985235e-01   4.2132782e-01  -5.9061921e-03           4.0632500e-01   5.1204803e-01   5.6541268e-01   2.0784292e-02
   3.2179375e-01   6.4673128e-01   5.9839739e-01  -8.2598767e-03           3.9484375e-01   5.6649089e-01   5.5950295e-01   3.1730621e-02
   7.4478125e-01   3.2487894e-01   3.0127164e-01  -1.2778779e-03           3.8524375e-01   5.1966676e-01   5.5486367e-01  -3.2298596e-02
   4.9575000e-01   4.4134755e-01   5.0713191e-01  -1.2320388e-02           2.0990625e-01   7.6530834e-01   7.0423834e-01  -3.0938351e-03
   3.2966250e-01   5.9488990e-01   6.3726415e-01  -2.8783639e-02           4.7750000e-01   5.3386297e-01   4.1379607e-01   2.6971169e-03
   3.5394375e-01   6.0905125e-01   6.1790450e-01   1.0537223e-02           5.9543125e-01   3.8100759e-01   3.8145322e-01  -3.4788695e-03
   5.1055625e-01   4.5915686e-01   4.8469649e-01  -4.2072192e-03           4.7600625e-01   4.7307351e-01   4.9978033e-01  -1.0416127e-02
   6.1283125e-01   3.3079403e-01   4.4790606e-01  -4.1717162e-03           7.3958750e-01   3.1640143e-01   2.8727387e-01  -3.6574599e-03
   6.2596875e-01   3.3583491e-01   3.7468757e-01  -6.9418754e-03           3.1560625e-01   6.1759387e-01   6.2817292e-01   5.4922624e-03
   4.9724375e-01   4.3664167e-01   5.2302557e-01  -7.2543751e-04           2.7577500e-01   6.8213243e-01   6.5290470e-01  -6.8617441e-03
   6.2445000e-01   4.5580259e-01   3.2084712e-01   6.1909019e-04           5.8299375e-01   3.9227147e-01   3.9529106e-01   7.0849772e-03
   6.3615000e-01   3.0461620e-01   4.4802873e-01  -6.1140077e-03           5.0363750e-01   4.2030872e-01   4.7769397e-01  -1.3458870e-02
   2.9676875e-01   6.5004695e-01   6.6815388e-01  -3.6153939e-02           5.5558125e-01   3.9686224e-01   4.2591276e-01  -7.3345256e-03
   3.5943125e-01   5.9635991e-01   6.2083580e-01   6.7770303e-03           5.3128125e-01   4.4946078e-01   4.1324086e-01   9.7755727e-03
   6.6573125e-01   3.4193375e-01   3.5791731e-01  -6.2495868e-03           4.8418125e-01   4.9347523e-01   4.5582330e-01   1.4458583e-02
   7.1753750e-01   3.6746835e-01   2.9341751e-01   1.2153906e-02           5.6155000e-01   4.0742514e-01   4.0335925e-01   3.3252678e-02
   4.3694375e-01   5.5132558e-01   4.8383410e-01   5.4661769e-03           4.4080625e-01   5.0753965e-01   5.1076972e-01  -1.4806494e-02
   6.8879375e-01   3.6278597e-01   3.1405734e-01  -1.0648920e-02           3.7830625e-01   5.9826721e-01   5.1008842e-01   2.9566588e-02
   6.9688750e-01   2.8653726e-01   3.8458751e-01   4.5967824e-03           4.3261250e-01   4.9042411e-01   5.3487991e-01  -5.0107549e-03
   4.6606250e-01   5.7123034e-01   4.3663919e-01  -4.0930823e-03           7.3373125e-01   3.0887693e-01   3.0182663e-01   3.8740164e-03
   5.8568125e-01   5.0983551e-01   3.1491539e-01  -1.1058978e-03           5.5288750e-01   4.0051578e-01   4.0821837e-01  -1.0276085e-02
   7.6105000e-01   3.3210924e-01   2.7600068e-01   3.0609535e-03           5.5104375e-01   4.2368039e-01   4.3827115e-01  -2.2287108e-02
   4.3416875e-01   5.8881895e-01   4.3385394e-01   1.4350191e-03           7.0935000e-01   3.4917115e-01   3.0562253e-01   9.6575541e-04
   4.0225000e-01   5.7536920e-01   5.7623872e-01   1.6856808e-05           8.1100000e-01   2.5787889e-01   2.9748107e-01   4.3157295e-03
   4.4800625e-01   5.2513630e-01   5.2716042e-01  -2.7601804e-02           7.6498125e-01   3.0856756e-01   2.8568151e-01  -8.7456866e-03
   5.0913125e-01   4.4815973e-01   3.9986973e-01   1.2489998e-02           7.0496875e-01   3.0669633e-01   3.3700494e-01  -1.3047782e-04
   2.5202500e-01   7.0516063e-01   7.1551410e-01   1.1771977e-03           2.6464375e-01   7.2705748e-01   6.4521506e-01  -8.2109523e-03
   6.7105000e-01   3.8828691e-01   3.6162416e-01   3.8382971e-03           3.2636875e-01   5.5337914e-01   6.4077750e-01  -3.0698538e-02
   2.0778750e-01   7.6500681e-01   7.4481318e-01  -2.5644507e-03           4.9705000e-01   4.7738385e-01   4.6290592e-01  -1.2991795e-02
   5.6816250e-01   4.9279350e-01   3.4046365e-01  -1.2868458e-04           4.7260000e-01   4.9162561e-01   4.6405642e-01  -1.5234331e-02
   2.8355000e-01   7.1634840e-01   6.2671252e-01   5.0750983e-03           7.9545625e-01   2.7350330e-01   2.8038974e-01  -1.4413868e-03
   4.3130625e-01   5.8541626e-01   4.7344234e-01  -3.8218995e-03           7.8266250e-01   2.8081293e-01   2.7786861e-01   3.7502072e-03
   6.8085625e-01   4.2376868e-01   2.8404585e-01  -9.1651533e-04           7.4314375e-01   3.1540425e-01   2.9521638e-01  -1.6076998e-02
   4.0705000e-01   5.6606557e-01   5.7320626e-01   3.2329322e-03           3.6538125e-01   5.2552092e-01   6.1329630e-01  -3.9030575e-03
   8.0247500e-01   2.5941707e-01   3.0178289e-01   1.1771207e-02           7.3348750e-01   2.9773567e-01   3.1376133e-01   1.3354746e-02
   7.6791875e-01   2.8595197e-01   2.9741961e-01   2.2866798e-02           6.3914375e-01   3.8282603e-01   3.3321108e-01  -1.0586162e-02
   5.1798750e-01   4.9081065e-01   4.3910518e-01  -1.2870270e-02           6.7606250e-01   3.3587287e-01   3.3413932e-01   1.3419204e-02
   7.6523125e-01   2.9222974e-01   3.1361823e-01   1.3491664e-02           2.7796250e-01   6.7986410e-01   6.6090570e-01   6.2332366e-05
   7.6594375e-01   2.9819157e-01   2.8562846e-01  -9.0923815e-03           4.1436875e-01   5.2362893e-01   5.4251951e-01   1.3905961e-02
   6.3356250e-01   4.4108075e-01   3.1932106e-01  -1.3936325e-03           7.4560000e-01   2.9857506e-01   3.0888267e-01  -1.1659695e-02
   2.0595625e-01   7.7958675e-01   7.1934870e-01   1.2597402e-02           5.1669375e-01   4.4946685e-01   4.5581762e-01   1.6838356e-02
   3.8881250e-01   5.9319962e-01   5.7116745e-01  -1.6483760e-02           3.1054375e-01   6.0570566e-01   6.5986917e-01  -5.3248219e-03
   7.4272500e-01   2.9580422e-01   3.0785218e-01  -3.2820166e-03           5.8061875e-01   4.0499702e-01   3.8842813e-01   5.9926732e-03
   4.5416875e-01   4.7883309e-01   5.4408666e-01   1.1292825e-02           3.3751250e-01   6.2693735e-01   5.4411642e-01  -1.9667151e-02
   5.3438125e-01   3.4969462e-01   5.3573166e-01  -3.6708004e-03           3.0161875e-01   5.8215354e-01   6.5624597e-01  -1.7918635e-02
   5.4090625e-01   4.7276702e-01   4.0075759e-01  -8.0419560e-03           7.0391875e-01   3.1839731e-01   3.3698215e-01  -7.6852167e-03
   6.7186875e-01   2.9235491e-01   4.0508997e-01  -6.6238367e-04           6.9316250e-01   3.2031235e-01   3.4509606e-01  -1.4019694e-02
   2.9740625e-01   7.1138900e-01   5.9114726e-01   1.0875721e-02           3.1399375e-01   6.1552764e-01   5.9605077e-01   4.0827620e-02
   6.5986250e-01   3.2031875e-01   4.0520808e-01  -1.4106504e-03           8.2533750e-01   2.7227908e-01   2.5941644e-01  -2.7530859e-03
   4.3810625e-01   5.2965527e-01   5.4259512e-01   6.6722286e-03           5.8168750e-01   3.9782180e-01   3.7792591e-01   1.7820006e-02
   6.0477500e-01   4.3492018e-01   3.8851306e-01  -7.5186030e-04           7.1451875e-01   2.9936482e-01   3.4136144e-01   1.1887276e-02
   2.6328125e-01   6.6932365e-01   7.1081450e-01  -2.0214592e-03           5.3601250e-01   4.1832601e-01   4.3371404e-01   9.7340023e-03
   3.7896875e-01   5.9523410e-01   5.9605269e-01  -8.0569884e-07           3.6128750e-01   5.8162779e-01   5.8998677e-01   3.1692689e-02
   7.1314375e-01   3.2976576e-01   3.4009368e-01   7.7261319e-03           2.7078750e-01   6.7576354e-01   6.8267260e-01  -1.3811454e-02
   4.9618125e-01   5.1228866e-01   4.4586638e-01   2.5420705e-02           4.7698125e-01   4.6425604e-01   4.9188198e-01  -3.7980758e-02
   3.2005625e-01   6.0630890e-01   6.5175631e-01   6.1785770e-04           2.3043750e-01   7.1947849e-01   7.0833880e-01  -1.3403184e-02
   7.3870000e-01   3.0208210e-01   3.2524689e-01  -2.5000923e-02           8.1575000e-01   2.5567597e-01   2.8195634e-01  -4.6289441e-03
   4.3699375e-01   4.8301645e-01   5.5351991e-01   4.1395630e-03           6.1614375e-01   3.9020177e-01   3.6756537e-01  -1.9272524e-02
   6.9548750e-01   3.4351842e-01   3.3237498e-01   3.4524556e-02           3.4581250e-01   6.1737668e-01   5.6834407e-01   7.8276367e-03
   6.1049375e-01   3.3738101e-01   4.4171008e-01   1.5864745e-04           5.2635000e-01   4.2926559e-01   4.2992266e-01   1.5619135e-02
   6.8027500e-01   3.2207760e-01   3.5864843e-01  -4.0129207e-03           6.1003750e-01   3.9378692e-01   3.6556116e-01  -1.1900139e-03
   5.5800000e-01   4.3579253e-01   4.3930283e-01   1.4836088e-02           6.2520000e-01   3.4872688e-01   3.8465058e-01  -2.1679447e-02
   5.5472500e-01   5.0917248e-01   3.4295188e-01  -1.6849225e-03           5.0405625e-01   4.7921604e-01   4.0417902e-01   2.7755031e-02
   7.9637500e-01   2.8178738e-01   2.8862346e-01  -2.5005336e-02           3.3352500e-01   6.1240529e-01   5.8006952e-01   1.2542512e-02
   2.0921250e-01   7.3846284e-01   7.5128171e-01   2.6890002e-02           4.5226875e-01   4.7591603e-01   5.0365678e-01   5.6983026e-03
   6.6716250e-01   3.8688522e-01   3.0904195e-01  -7.2566351e-03           6.0001875e-01   3.4950983e-01   4.2918936e-01   7.9676210e-03
   4.3318125e-01   6.0072579e-01   4.5635022e-01  -2.3470336e-02           2.4525000e-01   6.2947894e-01   7.2062851e-01  -4.2496476e-03
   3.1823750e-01   5.8496729e-01   6.6356141e-01  -1.8081263e-02           5.7231250e-01   4.1486203e-01   3.7449982e-01  -1.7024544e-02
   5.6231250e-01   4.8107015e-01   3.6184912e-01  -1.4855367e-03           4.2770000e-01   5.0400988e-01   5.2458347e-01   3.9157185e-02
   7.7013125e-01   3.0249237e-01   2.6950369e-01  -3.7245515e-04           6.9603125e-01   3.4309142e-01   3.0953106e-01  -5.0156545e-03
   2.2406875e-01   7.5063191e-01   7.2408315e-01  -1.6562074e-03           7.1980625e-01   3.1367848e-01   3.2416298e-01   3.0813170e-03
   4.4158750e-01   5.1343644e-01   5.1152589e-01   3.8531820e-02           8.2985000e-01   2.6779460e-01   2.5812996e-01  -4.4101246e-04
   3.4916250e-01   6.5374454e-01   5.7054586e-01   1.9440877e-03           6.1501875e-01   3.8992566e-01   3.6532385e-01  -1.8003669e-02
   7.8973125e-01   2.7262264e-01   3.0629057e-01  -6.4707251e-03           7.4909375e-01   2.9521284e-01   2.9375913e-01   1.2618143e-03
   3.6817500e-01   6.0601093e-01   5.8081323e-01   1.6772434e-02           6.6534375e-01   3.5568373e-01   3.2656004e-01  -9.5988512e-03
   8.0292500e-01   2.8895207e-01   2.6811392e-01   1.2082509e-03           7.0098750e-01   3.2113387e-01   3.1701348e-01   6.4957581e-03
   3.4680625e-01   5.9905511e-01   6.2402676e-01  -1.1003015e-02           5.4504375e-01   4.1120036e-01   4.4598560e-01   5.3533128e-03
   6.3815625e-01   3.3387274e-01   4.1875806e-01  -6.2301578e-03           7.0020625e-01   3.2087460e-01   3.2398523e-01   2.2803999e-03
   6.5676875e-01   3.8610728e-01   3.8999493e-01  -1.8554656e-03           3.0240000e-01   6.3707799e-01   6.3733907e-01  -1.3050926e-02
   8.2873125e-01   2.4441614e-01   2.8685722e-01   5.3020473e-03           5.3037500e-01   4.0887759e-01   4.4542955e-01  -1.4821019e-02
   5.5618750e-01   4.5999081e-01   4.2005276e-01  -1.5087290e-02           7.2889375e-01   3.1093012e-01   3.2045627e-01  -1.4213503e-02
   4.0103750e-01   5.8151893e-01   5.4980863e-01   2.8576849e-02           3.6621875e-01   5.4754750e-01   6.0079053e-01  -1.2230462e-02
   4.6275625e-01   5.4420627e-01   4.8992312e-01  -6.7023023e-03           7.3280625e-01   3.1096598e-01   3.0198434e-01  -1.9953963e-02
   3.9438125e-01   5.9563320e-01   5.4132837e-01  -1.7842283e-02           8.0845625e-01   2.6805277e-01   2.7688736e-01   2.9362608e-03
   7.2346250e-01   3.1455906e-01   3.4737112e-01  -4.7905733e-03           2.8946250e-01   6.6850649e-01   6.0561702e-01   2.0890786e-02
   3.6880000e-01   5.9429759e-01   5.9321077e-01   3.7089859e-02           6.8357500e-01   3.4107068e-01   3.3700674e-01   2.7956588e-02
   3.4766875e-01   6.2101852e-01   5.8838485e-01  -1.5571915e-02           4.4482500e-01   4.7604882e-01   5.1975221e-01   1.0455292e-02
   3.6949375e-01   6.0341213e-01   6.0425521e-01  -7.2313064e-06           2.5035625e-01   7.1618448e-01   6.5951427e-01   2.3817596e-02
   5.3851875e-01   4.1800798e-01   4.7777092e-01   2.5254977e-02           2.0805625e-01   7.4283939e-01   7.2648348e-01  -1.1169213e-02
   5.9938750e-01   3.8784787e-01   3.8362851e-01   1.0573258e-02           4.1441875e-01   5.3109773e-01   5.3593238e-01   1.0803010e-02
   5.3920625e-01   3.6948227e-01   4.7619806e-01   8.1654770e-03           4.3261250e-01   4.9608566e-01   5.2299759e-01   3.1313924e-04
   3.7724375e-01   6.1030417e-01   5.6036026e-01  -2.1138765e-02           6.7256875e-01   3.3436550e-01   3.3232185e-01  -6.4026770e-03
   3.4982500e-01   6.1230898e-01   6.2515082e-01  -3.6257825e-03           6.0422500e-01   3.9112969e-01   3.8847249e-01  -2.8379653e-02
   2.3425000e-01   7.0705680e-01   7.3155953e-01   3.3427544e-03           2.4711250e-01   6.6979555e-01   7.2850407e-01  -1.7571470e-03
   7.4980000e-01   2.7863034e-01   3.0637407e-01   1.2701598e-02           3.2897500e-01   5.9822119e-01   5.9648016e-01  -1.0983092e-02
   2.6457500e-01   6.8543412e-01   7.0554857e-01   8.4698500e-03           2.1026875e-01   6.7793129e-01   7.6171186e-01   1.4859714e-02
   7.2779375e-01   3.7507755e-01   2.7812493e-01   5.2557213e-03           7.2574375e-01   3.1168121e-01   3.0188368e-01   6.2605073e-03
   7.9997500e-01   2.8153668e-01   2.6691285e-01  -9.6405176e-03           2.2131250e-01   6.7095561e-01   7.5358872e-01   3.1081415e-02
   6.7929375e-01   3.6426394e-01   3.3151321e-01   1.2488973e-03           6.0083750e-01   3.8898974e-01   3.8322982e-01   1.3794901e-03
